customer_id,age,gender,location,pages_viewed,time_spent_mins,product_views,cart_additions,cart_abandonment_rate,purchase_frequency,days_since_last_purchase,total_spending,payment_method,avg_review_rating,support_interactions,review_text,churn,rfm_recency,rfm_frequency,rfm_monetary,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_total_score,engagement_score,cart_conversion_rate,avg_order_value,support_burden,age_group,polarity,subjectivity,sentiment_label,sentiment_score,cluster,segment,pca1,pca2
CUST01807,65.0,1,7,51.0,14.07,88.0,4.0,0.424,24.0,1016.0,2230.78,3,1.7,1.0,Never buying from here again.,1.0,1016.0,24.0,2230.78,5,5,2,12,0.288,0.576,92.95,0.04,3,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,1.2716196315070831,-0.874387986759113
CUST01808,43.0,1,9,185.0,6.97,8.0,19.0,0.462,24.0,815.0,46035.94,2,3.9,2.0,Okay experience overall.,0.0,815.0,24.0,46035.94,4,5,5,14,0.3797,0.538,1918.16,0.08,2,0.25,0.25,Positive,0.625,2,Loyal 🟢,5.2462012629334085,5.230238305083972
CUST01809,35.0,0,1,196.0,84.01,82.0,25.0,0.543,6.0,413.0,2121.27,2,3.4,8.0,"It works, but nothing amazing.",1.0,413.0,6.0,2121.27,2,2,2,6,0.6649,0.457,353.54,1.1429,1,0.6,0.9,Positive,0.8,1,Churned 🔴,-1.5810602812078707,-0.21875698589723888
CUST01810,23.0,1,9,31.0,35.85,11.0,43.0,0.982,14.0,125.0,8402.52,0,4.8,3.0,Excellent quality and fast delivery.,0.0,125.0,14.0,8402.52,1,3,5,9,0.2852,0.018,600.18,0.2,0,0.6,0.8,Positive,0.8,0,At-Risk 🟡,0.3190628683398082,0.3295353781614392
CUST01811,54.0,0,4,102.0,1.57,54.0,43.0,0.793,6.0,32.0,7671.13,1,3.8,9.0,"It works, but nothing amazing.",0.0,32.0,6.0,7671.13,1,2,4,7,0.4368,0.207,1278.52,1.2857,3,0.6,0.9,Positive,0.8,1,Churned 🔴,-0.925971012093452,0.8752239553243494
CUST01812,65.0,1,8,3.0,10.4,60.0,38.0,0.629,26.0,160.0,6417.36,2,1.8,4.0,Complete waste of money.,0.0,160.0,26.0,6417.36,1,5,4,10,0.2906,0.371,246.82,0.1481,3,-0.05,0.2,Neutral,0.475,0,At-Risk 🟡,1.1480340652290546,-0.4676155051626483
CUST01813,30.0,1,1,99.0,1.55,10.0,5.0,0.364,0.0,790.0,3411.105,3,1.5,6.0,Never buying from here again.,1.0,790.0,0.0,3411.105,4,1,3,8,0.1914,0.636,0.0,6.0,1,0.0,0.0,Neutral,0.5,1,Churned 🔴,-1.4468358148803193,0.1886990460758959
CUST01814,45.0,0,5,83.0,53.16,90.0,28.0,0.027,8.0,40.0,575.18,4,3.1,4.0,Average quality for the price.,0.0,40.0,8.0,575.18,1,2,1,4,0.4846,0.973,71.9,0.4444,2,-0.15,0.4,Negative,0.425,1,Churned 🔴,-2.206663954118918,-0.636736313627454
CUST01815,22.0,1,4,43.0,71.03,70.0,9.0,0.117,0.0,809.0,26447.72,3,3.7,1.0,"It works, but nothing amazing.",0.0,809.0,0.0,26447.72,4,1,5,10,0.33,0.883,0.0,1.0,0,0.6,0.9,Positive,0.8,2,Loyal 🟢,1.0213270658607683,2.9862301518059273
CUST01816,30.0,2,3,29.0,3.57,81.0,15.0,0.731,28.0,424.0,877.98,5,1.7,6.0,Product broke after one day.,0.0,424.0,28.0,877.98,2,5,1,8,0.2718,0.269,31.36,0.2069,1,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,0.2742820124235055,-1.3879782571904205
CUST01817,34.0,1,9,10.0,17.41,87.0,33.0,0.369,11.0,443.0,4533.36,5,3.4,5.0,"It works, but nothing amazing.",0.0,443.0,11.0,4533.36,3,2,4,9,0.3443,0.631,412.12,0.4167,1,0.6,0.9,Positive,0.8,1,Churned 🔴,-0.25838565459921176,-0.009420062463582273
CUST01818,67.0,0,8,140.0,80.6,42.0,30.0,0.334,6.0,763.0,1432.73,0,4.5,8.0,Best purchase this year!,1.0,763.0,6.0,1432.73,4,2,2,8,0.5155,0.666,238.79,1.1429,3,1.0,0.3,Positive,1.0,1,Churned 🔴,-1.0567410973014573,-0.3004575468885939
CUST01819,57.0,0,0,46.0,4.71,37.0,35.0,0.889,24.0,291.0,924.29,5,3.9,1.0,"It works, but nothing amazing.",0.0,291.0,24.0,924.29,2,5,1,8,0.2899,0.111,38.51,0.04,3,0.6,0.9,Positive,0.8,0,At-Risk 🟡,0.11606288526445722,-1.2733700196341295
CUST01820,62.0,0,8,30.0,10.36,92.0,40.0,0.485,8.0,483.0,4098.83,2,3.7,1.0,"It works, but nothing amazing.",0.0,483.0,8.0,4098.83,3,2,3,8,0.4039,0.515,512.35,0.1111,3,0.6,0.9,Positive,0.8,1,Churned 🔴,-0.7434728214930206,0.06527684931401527
CUST01821,49.0,0,2,94.0,10.88,80.0,4.0,0.9,4.0,407.0,9049.95,1,4.2,7.0,"Great product, very happy!",1.0,407.0,4.0,9049.95,2,1,5,8,0.3328,0.1,2262.49,1.4,2,0.9,0.875,Positive,0.95,2,Loyal 🟢,-0.7053306432543497,1.5848639056137563
CUST01822,46.0,0,8,32.0,1.0,76.0,32.0,0.887,11.0,57.0,2365.61,1,1.4,9.0,"Very disappointed, poor quality.",1.0,57.0,11.0,2365.61,1,2,2,5,0.331,0.113,215.06,0.75,2,-0.6875,0.7875,Negative,0.1562,1,Churned 🔴,-1.6242306259963677,-0.4640615240543656
CUST01823,68.0,1,0,47.0,1.11,58.0,42.0,0.08,28.0,52.0,401.55,2,1.8,0.0,"Very disappointed, poor quality.",0.0,52.0,28.0,401.55,1,5,1,7,0.3574,0.92,14.34,0.0,3,-0.6875,0.7875,Negative,0.1562,0,At-Risk 🟡,-0.059639450707428106,-1.449303849193862
CUST01824,20.0,1,0,88.0,91.6,85.0,18.0,0.945,21.0,5.0,4887.63,1,1.2,7.0,"Not as described, very unhappy.",0.0,5.0,21.0,4887.63,1,4,4,9,0.4895,0.055,232.74,0.3182,0,-0.78,1.0,Negative,0.11,0,At-Risk 🟡,0.43974717258611945,-0.47690728083928113
CUST01825,57.0,0,9,63.0,25.4,59.0,31.0,0.077,1.0,92.0,7271.37,3,1.6,4.0,Worst purchase ever made.,0.0,92.0,1.0,7271.37,1,1,4,6,0.3695,0.923,7271.37,2.0,3,-1.0,1.0,Negative,0.0,2,Loyal 🟢,-2.013254334357894,3.7916104304544893
CUST01826,51.0,1,3,154.0,10.99,24.0,22.0,0.964,17.0,482.0,1755.48,4,4.7,0.0,Super satisfied with purchase.,0.0,482.0,17.0,1755.48,3,3,2,8,0.3822,0.036,103.26,0.0,3,0.4167,0.8333,Positive,0.7083,0,At-Risk 🟡,-0.23555403338630104,-0.8612704651726587
CUST01827,57.0,1,0,131.0,14.28,28.0,2.0,0.453,25.0,123.0,5865.43,2,1.9,9.0,Worst purchase ever made.,0.0,123.0,25.0,5865.43,1,5,4,10,0.2797,0.547,234.62,0.3462,3,-1.0,1.0,Negative,0.0,0,At-Risk 🟡,1.009067338339657,-0.4828744277249632
CUST01828,44.0,0,8,23.0,37.64,37.0,0.0,0.761,8.0,1061.0,394.08,5,3.6,0.0,"It works, but nothing amazing.",1.0,1061.0,8.0,394.08,5,2,1,8,0.1559,0.0,49.26,0.0,2,0.6,0.9,Positive,0.8,1,Churned 🔴,-1.036722539186194,-0.5968549473121796
CUST01829,30.0,1,3,74.0,13.7,21.0,35.0,0.706,28.0,341.0,2242.61,4,3.8,5.0,"Product is okay, nothing special.",0.0,341.0,28.0,2242.61,2,5,2,9,0.3109,0.294,80.09,0.1724,1,0.4286,0.5357,Positive,0.7143,0,At-Risk 🟡,0.7471556686356763,-1.2263519409858301
CUST01830,62.0,0,7,50.0,7.75,33.0,40.0,0.518,0.0,417.0,3213.52,1,3.6,9.0,Okay experience overall.,1.0,417.0,0.0,3213.52,2,1,3,6,0.3116,0.482,0.0,9.0,3,0.25,0.25,Positive,0.625,1,Churned 🔴,-1.950055422094588,0.03250670196509238
CUST01831,50.0,0,8,164.0,3.22,2.0,27.0,0.619,9.0,871.0,7615.47,0,3.2,1.0,Average quality for the price.,1.0,871.0,9.0,7615.47,4,2,4,10,0.3633,0.381,846.16,0.1,2,-0.15,0.4,Negative,0.425,0,At-Risk 🟡,0.14630017263728193,0.6628739873576335
CUST01832,23.0,0,6,124.0,39.16,83.0,47.0,0.95,27.0,242.0,2063.52,4,2.9,1.0,"Decent product, met basic needs.",0.0,242.0,27.0,2063.52,2,5,2,9,0.591,0.05,76.43,0.0357,0,0.0833,0.3958,Neutral,0.5417,0,At-Risk 🟡,0.7275389854265975,-1.2083902619621607
CUST01833,41.0,0,9,13.0,5.97,28.0,38.0,0.927,27.0,465.0,3022.93,0,2.7,0.0,"Decent product, met basic needs.",0.0,465.0,27.0,3022.93,3,5,3,11,0.2355,0.073,111.96,0.0,2,0.0833,0.3958,Neutral,0.5417,0,At-Risk 🟡,1.3045109700269437,-0.9955604518187404
CUST01834,36.0,1,4,126.0,20.73,15.0,4.0,0.654,13.0,1041.0,4949.07,3,4.7,0.0,"Great product, very happy!",1.0,1041.0,13.0,4949.07,5,3,4,12,0.2619,0.346,380.7,0.0,2,0.9,0.875,Positive,0.95,0,At-Risk 🟡,0.8472114670592273,-0.021975879698711148
CUST01835,33.0,1,9,29.0,16.7,1.0,12.0,0.658,20.0,124.0,4891.89,0,1.0,3.0,Complete waste of money.,0.0,124.0,20.0,4891.89,1,4,4,9,0.1144,0.342,244.59,0.1429,1,-0.05,0.2,Neutral,0.475,0,At-Risk 🟡,0.28170261287051235,-0.3915666209383966
CUST01836,57.0,1,0,166.0,1.21,28.0,10.0,0.247,13.0,552.0,3646.57,4,1.2,4.0,Worst purchase ever made.,0.0,552.0,13.0,3646.57,3,3,3,9,0.3483,0.753,280.51,0.2857,3,-1.0,1.0,Negative,0.0,1,Churned 🔴,-0.26368838395849253,-0.1978262187365063
CUST01837,45.0,1,5,121.0,100.57,50.0,45.0,0.829,6.0,629.0,1991.02,4,3.0,3.0,"It works, but nothing amazing.",1.0,629.0,6.0,1991.02,3,2,2,7,0.5877,0.171,331.84,0.4286,2,0.6,0.9,Positive,0.8,1,Churned 🔴,-1.2884960300109842,-0.22125332423567676
CUST01838,50.0,0,2,90.0,29.61,35.0,21.0,0.633,11.0,990.0,5542.17,2,2.3,5.0,"Terrible experience, won't return.",1.0,990.0,11.0,5542.17,5,2,4,11,0.327,0.367,503.83,0.4167,2,-1.0,1.0,Negative,0.0,0,At-Risk 🟡,0.3776643837889212,0.22871210847330084
CUST01839,65.0,0,6,133.0,4.97,96.0,48.0,0.826,25.0,112.0,3411.105,5,2.6,7.0,Average quality for the price.,0.0,112.0,25.0,3411.105,1,5,3,9,0.5926,0.174,136.44,0.2692,3,-0.15,0.4,Negative,0.425,0,At-Risk 🟡,0.6552191723079849,-0.9099216336177348
CUST01840,58.0,1,0,148.0,5.68,28.0,22.0,0.658,21.0,746.0,835.08,0,5.0,1.0,Amazing value for money!,0.0,746.0,21.0,835.08,4,4,1,9,0.3747,0.342,39.77,0.0455,3,0.75,0.9,Positive,0.875,0,At-Risk 🟡,0.23606010302952626,-1.1346102424756295
CUST01841,30.0,1,8,78.0,25.31,9.0,11.0,0.299,21.0,22.0,2081.08,3,4.1,0.0,"Perfect, exactly what I needed.",0.0,22.0,21.0,2081.08,1,4,2,7,0.211,0.701,99.1,0.0,1,0.625,0.625,Positive,0.8125,1,Churned 🔴,-0.33923665092894206,-0.9675552793894762
CUST01842,60.0,2,3,109.0,13.23,24.0,20.0,0.189,5.0,317.0,5524.39,2,4.5,1.0,"Loved it, will buy again.",0.0,317.0,5.0,5524.39,2,1,4,7,0.3092,0.811,1104.88,0.1667,3,0.7,0.8,Positive,0.85,1,Churned 🔴,-1.1704499306984422,0.6052308073395358
CUST01843,62.0,1,6,14.0,44.65,63.0,18.0,0.077,12.0,793.0,7048.34,2,2.5,9.0,Never buying from here again.,1.0,793.0,12.0,7048.34,4,3,4,11,0.2755,0.923,587.36,0.6923,3,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,0.4966574341349271,0.43912483579300954
CUST01844,42.0,0,5,136.0,23.68,4.0,4.0,0.586,7.0,599.0,7603.92,3,2.0,5.0,Customer support was useless.,1.0,599.0,7.0,7603.92,3,2,4,9,0.2584,0.414,1086.27,0.625,2,-0.5,0.2,Negative,0.25,1,Churned 🔴,-0.3691953856491489,0.8660836520756673
CUST01845,59.0,1,4,48.0,17.04,56.0,23.0,0.284,22.0,1031.0,5296.07,2,4.1,3.0,Super satisfied with purchase.,0.0,1031.0,22.0,5296.07,5,4,4,13,0.2985,0.716,240.73,0.1304,3,0.4167,0.8333,Positive,0.7083,0,At-Risk 🟡,1.722345737776212,-0.37157428752170135
CUST01846,53.0,0,3,141.0,98.89,41.0,29.0,0.631,20.0,870.0,3253.03,3,4.2,6.0,"Great product, very happy!",1.0,870.0,20.0,3253.03,4,4,3,11,0.5336,0.369,162.65,0.2857,3,0.9,0.875,Positive,0.95,0,At-Risk 🟡,0.9193218187428523,-0.6591300855148168
CUST01847,44.0,0,2,24.0,14.86,67.0,7.0,0.059,25.0,705.0,5189.46,1,3.2,1.0,"It works, but nothing amazing.",0.0,705.0,25.0,5189.46,4,5,4,13,0.2179,0.941,207.58,0.0385,2,0.6,0.9,Positive,0.8,0,At-Risk 🟡,1.8601378544348273,-0.4923574751481243
CUST01848,55.0,0,1,79.0,15.36,48.0,1.0,0.376,1.0,1057.0,725.39,2,4.6,0.0,Excellent quality and fast delivery.,1.0,1057.0,1.0,725.39,5,1,1,7,0.239,0.624,725.39,0.0,3,0.6,0.8,Positive,0.8,1,Churned 🔴,-1.7833678658894054,0.021735148556388362
CUST01849,24.0,0,2,193.0,32.88,86.0,48.0,0.261,9.0,192.0,1164.46,4,4.9,4.0,Best purchase this year!,0.0,192.0,9.0,1164.46,1,2,1,4,0.6973,0.739,129.38,0.4,0,1.0,0.3,Positive,1.0,1,Churned 🔴,-1.976928053707401,-0.6557406690667953
CUST01850,22.0,1,9,162.0,49.74,58.0,33.0,0.37,5.0,453.0,13122.98,1,2.9,8.0,"Decent product, met basic needs.",1.0,453.0,5.0,13122.98,3,1,5,9,0.5548,0.63,2624.6,1.3333,0,0.0833,0.3958,Neutral,0.5417,2,Loyal 🟢,-0.09075840436434546,2.2890764971431627
CUST01851,60.0,1,6,51.0,20.73,39.0,22.0,0.054,15.0,238.0,12766.2,2,1.9,5.0,Complete waste of money.,0.0,238.0,15.0,12766.2,2,3,5,10,0.2693,0.946,851.08,0.3125,3,-0.05,0.2,Neutral,0.475,2,Loyal 🟢,0.827070958741745,1.0975301457958717
CUST01852,62.0,0,9,3.0,35.98,25.0,2.0,0.724,9.0,785.0,6434.67,3,3.1,5.0,"It works, but nothing amazing.",1.0,785.0,9.0,6434.67,4,2,4,10,0.1075,0.276,714.96,0.5,3,0.6,0.9,Positive,0.8,1,Churned 🔴,-0.00073052479603676,0.46779514783207815
CUST01853,68.0,1,0,128.0,14.0,60.0,23.0,0.117,14.0,250.0,1980.4,1,5.0,0.0,Super satisfied with purchase.,0.0,250.0,14.0,1980.4,2,3,2,7,0.4235,0.883,141.46,0.0,3,0.4167,0.8333,Positive,0.7083,1,Churned 🔴,-0.7568822464760369,-0.6667321203415745
CUST01854,48.0,0,7,119.0,19.59,86.0,17.0,0.014,20.0,678.0,5232.57,5,2.2,0.0,"Terrible experience, won't return.",0.0,678.0,20.0,5232.57,4,4,4,12,0.4453,0.986,261.63,0.0,2,-1.0,1.0,Negative,0.0,0,At-Risk 🟡,1.2501400175673596,-0.24914068496134653
CUST01855,40.0,0,0,58.0,20.73,47.0,46.0,0.946,19.0,255.0,5820.42,1,3.5,3.0,Average quality for the price.,0.0,255.0,19.0,5820.42,2,4,4,10,0.392,0.054,306.34,0.15,2,-0.15,0.4,Negative,0.425,0,At-Risk 🟡,0.7355122511684076,-0.2712588345740892
CUST01856,59.0,0,4,125.0,34.21,98.0,36.0,0.193,9.0,68.0,3411.105,4,3.8,1.0,"It works, but nothing amazing.",0.0,68.0,9.0,3411.105,1,2,3,6,0.5727,0.807,379.01,0.1,3,0.6,0.9,Positive,0.8,1,Churned 🔴,-1.2894263761940612,-0.17342620141851822
CUST01857,27.0,0,6,113.0,7.51,61.0,48.0,0.828,10.0,130.0,6902.07,2,1.9,2.0,"Terrible experience, won't return.",0.0,130.0,10.0,6902.07,1,2,4,7,0.4949,0.172,690.21,0.1818,1,-1.0,1.0,Negative,0.0,1,Churned 🔴,-0.7109049621897139,0.38494118896810575
CUST01858,49.0,0,7,55.0,1.0,84.0,30.0,0.964,20.0,968.0,150.7,2,3.4,5.0,"It works, but nothing amazing.",1.0,968.0,20.0,150.7,5,4,1,10,0.3738,0.036,7.53,0.2381,2,0.6,0.9,Positive,0.8,0,At-Risk 🟡,0.3652720903950533,-1.1309458255174907
CUST01859,60.0,0,3,119.0,81.44,27.0,13.0,0.534,24.0,813.0,1480.06,3,2.3,9.0,Complete waste of money.,1.0,813.0,24.0,1480.06,4,5,2,11,0.3866,0.466,61.67,0.36,3,-0.05,0.2,Neutral,0.475,0,At-Risk 🟡,0.9435514222121599,-1.0331807201902996
CUST01860,47.0,1,7,120.0,10.96,96.0,0.0,0.526,27.0,33.0,7910.34,1,4.4,0.0,Highly recommend this product.,0.0,33.0,27.0,7910.34,1,5,5,11,0.3884,0.0,292.98,0.0,2,0.16,0.54,Positive,0.58,0,At-Risk 🟡,1.7309931921696917,-0.34796023154385924
CUST01861,56.0,1,4,80.0,6.57,42.0,13.0,0.367,28.0,671.0,13959.91,4,3.9,9.0,"Decent product, met basic needs.",0.0,671.0,28.0,13959.91,4,5,5,14,0.2656,0.633,498.57,0.3103,3,0.0833,0.3958,Neutral,0.5417,0,At-Risk 🟡,3.043803405482391,0.5574256695585295
CUST01862,48.0,1,8,42.0,9.37,52.0,40.0,0.426,1.0,430.0,10440.91,3,4.3,1.0,"Great product, very happy!",0.0,430.0,1.0,10440.91,2,1,5,8,0.3399,0.574,10440.91,0.5,2,0.9,0.875,Positive,0.95,2,Loyal 🟢,-1.229716085913674,5.550886730460432
CUST01863,35.0,0,9,21.0,12.03,93.0,4.0,0.482,21.0,116.0,6302.6,5,1.8,3.0,"Very disappointed, poor quality.",0.0,116.0,21.0,6302.6,1,4,4,9,0.2504,0.518,300.12,0.1364,1,-0.6875,0.7875,Negative,0.1562,0,At-Risk 🟡,0.4958428103551822,-0.25510930105178464
CUST01864,53.0,1,5,10.0,19.3,48.0,30.0,0.152,26.0,19.0,904.59,3,1.1,5.0,Product broke after one day.,0.0,19.0,26.0,904.59,1,5,1,7,0.2559,0.848,34.79,0.1852,3,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,-0.21136249987665268,-1.2701623727077431
CUST01865,19.0,0,0,57.0,2.16,32.0,30.0,0.365,24.0,324.0,2300.03,4,4.4,2.0,Best purchase this year!,0.0,324.0,24.0,2300.03,2,5,2,9,0.2732,0.635,95.83,0.08,0,1.0,0.3,Positive,1.0,0,At-Risk 🟡,0.48078554127625384,-1.0270186253919418
CUST01866,31.0,1,6,153.0,1.62,24.0,29.0,0.816,27.0,453.0,257.59,2,2.5,8.0,Product broke after one day.,1.0,453.0,27.0,257.59,3,5,1,9,0.3971,0.184,9.54,0.2857,1,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,0.5029179230317303,-1.426645139866023
CUST01867,43.0,0,4,56.0,10.4,3.0,35.0,0.182,9.0,741.0,5106.34,4,3.0,9.0,"Very disappointed, poor quality.",1.0,741.0,9.0,5106.34,4,2,4,10,0.2433,0.818,567.37,0.9,2,-0.6875,0.7875,Negative,0.1562,1,Churned 🔴,-0.12654395463670282,0.27860401767032633
CUST01868,46.0,1,1,38.0,10.52,27.0,0.0,0.73,28.0,154.0,2987.94,2,1.4,3.0,Complete waste of money.,0.0,154.0,28.0,2987.94,1,5,3,9,0.1248,0.0,106.71,0.1034,2,-0.05,0.2,Neutral,0.475,0,At-Risk 🟡,0.6956896894933323,-1.056571737615111
CUST01869,29.0,0,5,86.0,3.75,73.0,2.0,0.652,20.0,4.0,4255.0,0,3.0,6.0,Average quality for the price.,0.0,4.0,20.0,4255.0,1,4,4,9,0.2898,0.348,212.75,0.2857,1,-0.15,0.4,Negative,0.425,0,At-Risk 🟡,0.3243398217336379,-0.5401629102750481
CUST01870,56.0,0,4,113.0,15.57,40.0,19.0,0.057,11.0,394.0,19400.91,1,1.6,4.0,Worst purchase ever made.,0.0,394.0,11.0,19400.91,2,2,5,9,0.3464,0.943,1763.72,0.3333,3,-1.0,1.0,Negative,0.0,2,Loyal 🟢,0.746146182550569,2.4573540022595877
CUST01871,19.0,1,1,189.0,10.02,23.0,42.0,0.022,10.0,370.0,2572.93,4,3.3,5.0,"It works, but nothing amazing.",0.0,370.0,10.0,2572.93,2,2,2,6,0.5118,0.978,257.29,0.4545,0,0.6,0.9,Positive,0.8,1,Churned 🔴,-1.3374463285711937,-0.34451492826545327
CUST01872,49.0,1,1,112.0,1.0,7.0,47.0,0.353,21.0,554.0,1831.54,5,3.9,8.0,Okay experience overall.,0.0,554.0,21.0,1831.54,3,4,2,9,0.3722,0.647,87.22,0.3636,2,0.25,0.25,Positive,0.625,0,At-Risk 🟡,0.22639322564628805,-0.9391894594097168
CUST01873,30.0,0,1,175.0,65.07,81.0,42.0,0.692,14.0,104.0,816.15,5,3.1,8.0,"Product is okay, nothing special.",0.0,104.0,14.0,816.15,1,3,1,5,0.6758,0.308,58.3,0.5333,1,0.4286,0.5357,Positive,0.7143,1,Churned 🔴,-1.420643982054543,-0.8993686664966225
CUST01874,63.0,0,8,54.0,65.15,37.0,20.0,0.33,25.0,702.0,775.15,3,4.6,5.0,Excellent quality and fast delivery.,0.0,702.0,25.0,775.15,4,5,1,10,0.3166,0.67,31.01,0.1923,3,0.6,0.8,Positive,0.8,0,At-Risk 🟡,0.7258803566976374,-1.2561177472585054
CUST01875,44.0,1,7,46.0,7.04,7.0,29.0,0.668,27.0,591.0,3655.01,2,1.6,1.0,Product broke after one day.,0.0,591.0,27.0,3655.01,3,5,3,11,0.2082,0.332,135.37,0.0357,2,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,1.2876150446778465,-0.8602971835592799
CUST01876,66.0,2,2,196.0,5.33,94.0,41.0,0.665,3.0,524.0,6916.06,1,3.0,8.0,Average quality for the price.,1.0,524.0,3.0,6916.06,3,1,4,8,0.656,0.335,2305.35,2.0,3,-0.15,0.4,Negative,0.425,1,Churned 🔴,-0.9337986311582492,1.4289156907681613
CUST01877,58.0,0,0,4.0,23.78,77.0,43.0,0.807,4.0,484.0,4155.87,5,1.7,1.0,Product broke after one day.,1.0,484.0,4.0,4155.87,3,1,3,7,0.363,0.193,1038.97,0.2,3,0.0,0.0,Neutral,0.5,1,Churned 🔴,-1.3739131051062292,0.4869793198147595
CUST01878,34.0,0,1,194.0,29.89,82.0,29.0,0.099,23.0,635.0,3411.105,1,4.5,1.0,Super satisfied with purchase.,0.0,635.0,23.0,3411.105,3,4,3,10,0.611,0.901,148.31,0.0417,1,0.4167,0.8333,Positive,0.7083,0,At-Risk 🟡,0.844899742286562,-0.7893257080869072
CUST01879,57.0,1,4,171.0,94.78,95.0,4.0,0.577,27.0,486.0,1898.05,4,4.7,1.0,Highly recommend this product.,0.0,486.0,27.0,1898.05,3,5,2,10,0.5828,0.423,70.3,0.0357,3,0.16,0.54,Positive,0.58,0,At-Risk 🟡,1.0352804745462747,-1.2224464638370292
CUST01880,48.0,1,3,62.0,14.21,22.0,9.0,0.062,0.0,504.0,4519.92,3,2.6,6.0,"Decent product, met basic needs.",0.0,504.0,0.0,4519.92,3,1,4,8,0.1915,0.938,0.0,6.0,2,0.0833,0.3958,Neutral,0.5417,1,Churned 🔴,-1.3475866773183314,0.3135376254002477
CUST01881,51.0,0,3,124.0,20.73,78.0,23.0,0.176,0.0,671.0,5412.34,5,2.2,3.0,Never buying from here again.,0.0,671.0,0.0,5412.34,4,1,4,9,0.4621,0.824,0.0,3.0,3,0.0,0.0,Neutral,0.5,1,Churned 🔴,-0.9254106435299161,0.4456593978582489
CUST01882,43.0,0,6,128.0,20.73,82.0,44.0,0.326,9.0,94.0,3411.105,4,2.1,7.0,Product broke after one day.,0.0,94.0,9.0,3411.105,1,2,3,6,0.5602,0.674,379.01,0.7,2,0.0,0.0,Neutral,0.5,1,Churned 🔴,-1.3590376475797579,-0.1331967582963338
CUST01883,62.0,0,9,112.0,17.93,99.0,38.0,0.707,3.0,446.0,2523.42,3,4.4,7.0,Amazing value for money!,1.0,446.0,3.0,2523.42,3,1,2,6,0.543,0.293,841.14,1.75,3,0.75,0.9,Positive,0.875,1,Churned 🔴,-1.7516762467504312,0.14632585228081163
CUST01884,52.0,1,1,85.0,3.92,17.0,47.0,0.974,12.0,113.0,4469.47,0,3.7,0.0,Average quality for the price.,0.0,113.0,12.0,4469.47,1,3,4,8,0.3553,0.026,372.46,0.0,3,-0.15,0.4,Negative,0.425,1,Churned 🔴,-0.4101851760257773,-0.1629563082654949
CUST01885,65.0,1,4,4.0,14.22,19.0,5.0,0.343,13.0,381.0,3411.105,4,4.5,0.0,Highly recommend this product.,0.0,381.0,13.0,3411.105,2,3,3,8,0.082,0.657,262.39,0.0,3,0.16,0.54,Positive,0.58,1,Churned 🔴,-0.4973856396446475,-0.3545212739953908
CUST01886,23.0,1,1,65.0,20.73,95.0,9.0,0.521,25.0,535.0,10884.65,2,1.5,3.0,Worst purchase ever made.,0.0,535.0,25.0,10884.65,3,5,5,13,0.3515,0.479,435.39,0.1154,0,-1.0,1.0,Negative,0.0,0,At-Risk 🟡,2.289447179041142,0.3084024726749558
CUST01887,36.0,1,8,62.0,1.0,39.0,41.0,0.259,18.0,506.0,588.65,4,2.9,1.0,Average quality for the price.,0.0,506.0,18.0,588.65,3,4,1,8,0.3375,0.741,32.7,0.0526,2,-0.15,0.4,Negative,0.425,1,Churned 🔴,-0.380428912186679,-0.9803970305641865
CUST01888,47.0,1,9,90.0,41.78,36.0,42.0,0.675,4.0,846.0,243.63,4,3.7,2.0,"Product is okay, nothing special.",1.0,846.0,4.0,243.63,4,1,1,6,0.428,0.325,60.91,0.4,2,0.4286,0.5357,Positive,0.7143,1,Churned 🔴,-1.8525315500416895,-0.4988412199306748
CUST01889,24.0,1,1,120.0,8.17,15.0,9.0,0.367,10.0,318.0,1210.58,5,4.6,9.0,Super satisfied with purchase.,0.0,318.0,10.0,1210.58,2,2,1,5,0.2573,0.633,121.06,0.8182,0,0.4167,0.8333,Positive,0.7083,1,Churned 🔴,-1.7252501880060356,-0.6492201076781271
CUST01890,27.0,2,0,130.0,1.0,63.0,24.0,0.482,25.0,287.0,3411.105,0,2.5,1.0,Customer support was useless.,0.0,287.0,25.0,3411.105,2,5,3,10,0.4205,0.518,136.44,0.0385,1,-0.5,0.2,Negative,0.25,0,At-Risk 🟡,0.9031790706097543,-0.8499652055692674
CUST01891,58.0,1,3,137.0,61.77,29.0,13.0,0.568,7.0,389.0,1992.68,5,2.3,9.0,Product broke after one day.,1.0,389.0,7.0,1992.68,2,2,2,6,0.3934,0.432,284.67,1.125,3,0.0,0.0,Neutral,0.5,1,Churned 🔴,-1.6142734460429276,-0.27243483112857303
CUST01892,49.0,0,1,185.0,17.6,60.0,46.0,0.686,0.0,796.0,2900.39,0,4.7,8.0,Super satisfied with purchase.,1.0,796.0,0.0,2900.39,4,1,3,8,0.6058,0.314,0.0,8.0,2,0.4167,0.8333,Positive,0.7083,1,Churned 🔴,-1.279353496339003,0.006831000174437621
