customer_id,age,gender,location,pages_viewed,time_spent_mins,product_views,cart_additions,cart_abandonment_rate,purchase_frequency,days_since_last_purchase,total_spending,payment_method,avg_review_rating,support_interactions,review_text,churn
CUST02436,67.0,Female,Surat,8,53.22,19,46,0.258,22,475,1271.54,Net Banking,3.9,6,Okay experience overall.,0
CUST02437,61.0,Male,Pune,53,55.25,98,32,0.171,5,600,2017.64,Wallet,1.7,9,"Not as described, very unhappy.",1
CUST02438,60.0,Male,Pune,142,25.07,78,33,0.187,1,578,10742.91,Net Banking,4.0,6,Highly recommend this product.,0
CUST02439,62.0,Male,Chennai,199,45.43,67,8,0.503,8,780,746.3,UPI,1.6,8,Never buying from here again.,1
CUST02440,38.0,Female,Pune,135,20.34,39,16,0.74,4,229,2932.67,Net Banking,4.3,7,Excellent quality and fast delivery.,1
CUST02441,40.0,Male,Bangalore,137,90.8,89,40,0.273,17,323,1862.33,Net Banking,3.7,2,Average quality for the price.,0
CUST02442,60.0,Female,Kolkata,3,6.35,60,0,0.824,21,944,401.52,Net Banking,2.5,3,Complete waste of money.,1
CUST02443,33.0,Female,Kolkata,78,74.17,11,39,0.892,25,176,505.32,UPI,2.4,8,Complete waste of money.,0
CUST02444,64.0,Male,Chennai,145,8.97,49,4,0.351,20,114,7682.79,Credit Card,1.6,6,"Terrible experience, won't return.",0
CUST02445,32.0,Male,Delhi,172,3.25,15,29,0.681,17,275,9563.98,Wallet,4.6,6,Excellent quality and fast delivery.,0
CUST02446,42.0,Male,Kolkata,86,17.35,83,10,0.117,28,1,6762.51,Net Banking,1.5,0,"Very disappointed, poor quality.",0
CUST02447,,Female,Bangalore,46,,61,27,0.744,9,58,3874.27,Debit Card,2.9,1,"Decent product, met basic needs.",0
CUST02448,28.0,Female,Mumbai,90,7.88,43,37,0.165,9,239,7406.53,Wallet,1.9,0,Product broke after one day.,0
CUST02449,68.0,Male,Delhi,186,24.34,15,16,0.687,22,1020,824.47,Net Banking,5.0,3,Best purchase this year!,1
CUST02450,32.0,Male,Surat,156,49.49,79,49,0.422,9,359,7575.22,Net Banking,3.3,3,Average quality for the price.,0
CUST02451,21.0,Female,Jaipur,142,8.92,79,22,0.928,28,921,2753.68,Debit Card,1.6,4,Never buying from here again.,1
CUST02452,38.0,Female,Ahmedabad,9,26.05,73,17,0.464,17,872,6937.79,UPI,3.7,4,"Product is okay, nothing special.",1
CUST02453,30.0,Female,Pune,115,12.43,5,36,0.031,15,587,,COD,5.0,0,Highly recommend this product.,0
CUST02454,39.0,Female,Pune,154,22.64,83,26,0.481,22,368,8935.16,Debit Card,3.4,6,Okay experience overall.,0
CUST02455,36.0,Male,Mumbai,130,32.98,88,24,0.795,29,755,4198.0,COD,,5,"Decent product, met basic needs.",1
CUST02456,51.0,Male,Delhi,75,12.94,29,4,0.647,5,1005,36.82,Credit Card,2.2,7,Complete waste of money.,1
CUST02457,31.0,Male,Chennai,81,156.0,62,18,0.966,11,277,3662.22,Credit Card,1.4,3,Worst purchase ever made.,1
CUST02458,,Male,Bangalore,128,24.89,60,26,0.843,27,416,,Net Banking,1.9,0,Never buying from here again.,0
CUST02459,65.0,Male,Mumbai,34,52.2,69,12,0.527,3,214,296.11,Wallet,3.2,2,"Decent product, met basic needs.",0
CUST02460,69.0,Male,Ahmedabad,147,38.74,22,6,0.207,19,879,2964.79,Net Banking,4.0,8,Best purchase this year!,1
CUST02461,,Male,Kolkata,39,57.48,13,25,0.004,15,1074,1865.98,UPI,4.5,9,Best purchase this year!,1
CUST02462,44.0,Female,Chennai,13,5.73,50,13,0.981,27,894,1143.23,COD,4.2,6,Super satisfied with purchase.,1
CUST02463,46.0,Female,Jaipur,133,7.55,47,26,0.938,21,566,2147.17,Credit Card,1.5,1,Product broke after one day.,1
CUST02464,64.0,Female,Chennai,50,20.05,29,7,0.274,24,641,989.86,Credit Card,4.1,2,"Loved it, will buy again.",0
CUST02465,45.0,Female,Mumbai,23,57.38,80,30,0.638,25,50,1782.03,Net Banking,3.3,1,Okay experience overall.,0
CUST02466,52.0,Male,Surat,122,6.6,17,34,0.729,21,33,612.73,Net Banking,2.9,3,Average quality for the price.,0
CUST02467,25.0,Female,Mumbai,120,106.28,20,26,0.578,21,643,440.4,UPI,3.3,1,"Decent product, met basic needs.",0
CUST02468,33.0,Male,Mumbai,88,4.1,78,3,0.843,10,183,,Net Banking,1.0,3,Never buying from here again.,0
CUST02469,59.0,Female,Mumbai,157,5.77,6,41,0.078,0,329,11653.16,Wallet,1.3,6,Product broke after one day.,0
CUST02470,53.0,Male,Chennai,112,5.49,22,3,0.896,4,294,8801.46,Net Banking,3.1,7,Okay experience overall.,1
CUST02471,47.0,Other,Mumbai,111,26.46,9,17,0.392,16,147,1308.94,Wallet,1.7,9,"Terrible experience, won't return.",0
CUST02472,35.0,Male,Delhi,72,74.86,32,22,0.481,10,71,6471.14,Wallet,3.2,5,Average quality for the price.,0
CUST02473,19.0,Male,Chennai,154,8.84,88,31,0.445,13,787,4454.48,UPI,2.4,8,Never buying from here again.,1
CUST02474,66.0,Female,Kolkata,57,24.16,33,11,0.531,8,389,262.96,Net Banking,4.6,5,Best purchase this year!,0
CUST02475,30.0,Male,Delhi,1,5.8,77,19,0.598,9,1045,,Wallet,4.8,2,"Great product, very happy!",1
CUST02476,21.0,Female,Ahmedabad,156,29.92,99,46,0.71,3,107,31028.46,Wallet,4.9,0,"Loved it, will buy again.",0
CUST02477,43.0,Female,Kolkata,113,3.95,70,44,0.525,1,881,6167.38,Net Banking,4.6,8,Highly recommend this product.,1
CUST02478,42.0,Female,Jaipur,62,20.28,49,11,0.685,24,490,1316.62,Net Banking,4.9,2,Excellent quality and fast delivery.,0
CUST02479,47.0,Other,Pune,47,31.94,30,7,0.338,5,244,4041.78,COD,3.8,0,Okay experience overall.,0
CUST02480,28.0,Other,Chennai,78,25.96,16,21,0.937,29,920,579.19,Credit Card,4.8,1,Super satisfied with purchase.,1
CUST02481,24.0,Male,Pune,106,4.52,65,26,0.065,26,858,1774.66,Debit Card,,2,"Product is okay, nothing special.",0
CUST02482,48.0,Female,Chennai,187,5.28,82,40,0.546,28,805,6316.07,Credit Card,4.2,7,Excellent quality and fast delivery.,0
CUST02483,61.0,Female,Kolkata,159,33.39,86,40,0.087,25,382,1791.05,COD,1.5,7,Customer support was useless.,0
CUST02484,27.0,Female,Jaipur,198,49.65,90,16,0.443,2,457,796.19,Debit Card,3.7,1,Okay experience overall.,0
CUST02485,56.0,Male,Bangalore,126,71.6,14,31,0.258,12,393,37.5,Credit Card,4.7,5,Amazing value for money!,0
CUST02486,30.0,Female,Bangalore,177,50.4,56,32,0.937,11,163,4249.17,UPI,3.2,1,"Product is okay, nothing special.",0
CUST02487,48.0,Other,Delhi,5,109.4,37,30,0.013,17,672,17315.98,COD,1.7,6,Product broke after one day.,0
CUST02488,24.0,Female,Mumbai,31,15.74,49,5,0.391,5,28,3309.53,UPI,3.1,9,"Product is okay, nothing special.",0
CUST02489,66.0,Male,Mumbai,37,,78,38,0.782,9,106,1195.17,UPI,3.8,2,"It works, but nothing amazing.",0
CUST02490,59.0,Male,Bangalore,79,1.0,90,8,0.188,5,382,3111.39,Credit Card,4.1,7,Amazing value for money!,0
CUST02491,59.0,Male,Kolkata,143,17.93,50,41,0.816,29,120,4607.57,Wallet,3.1,2,"It works, but nothing amazing.",0
CUST02492,53.0,Female,Jaipur,52,31.61,36,31,0.86,27,896,8081.52,Debit Card,1.9,9,Worst purchase ever made.,1
CUST02493,37.0,Female,Delhi,197,50.69,52,35,0.708,27,198,3013.6,Wallet,4.7,5,Amazing value for money!,0
CUST02494,21.0,Male,Kolkata,139,9.34,23,15,0.209,24,169,949.46,Net Banking,4.1,0,Best purchase this year!,0
CUST02495,24.0,Male,Mumbai,43,21.62,66,11,0.272,4,442,1041.34,Net Banking,2.1,7,"Very disappointed, poor quality.",1
CUST02496,,Male,Delhi,198,32.54,71,40,0.167,26,958,11499.25,COD,4.2,6,"Loved it, will buy again.",0
CUST02497,61.0,Male,Pune,151,24.06,45,2,0.184,14,481,1347.52,UPI,2.4,0,Product broke after one day.,0
CUST02498,62.0,Female,Hyderabad,40,,86,26,0.036,14,1004,6510.09,COD,2.2,6,Complete waste of money.,1
CUST02499,59.0,Female,Ahmedabad,63,,28,26,0.857,11,860,1566.36,Credit Card,4.5,4,"Great product, very happy!",1
CUST02500,64.0,Male,Delhi,130,5.71,20,8,0.529,8,1049,6374.88,UPI,4.5,1,Amazing value for money!,1
CUST02501,30.0,Female,Mumbai,87,,49,16,0.328,12,393,408.02,Net Banking,2.6,0,"It works, but nothing amazing.",0
CUST02502,39.0,Male,Kolkata,73,91.47,57,45,0.29,15,872,1162.14,Credit Card,1.0,1,"Not as described, very unhappy.",1
CUST02503,38.0,Other,Pune,175,13.65,82,4,0.545,20,759,2627.17,Credit Card,1.7,5,Product broke after one day.,1
CUST02504,39.0,Male,Ahmedabad,104,14.16,88,25,0.327,1,596,3621.3,Wallet,4.6,1,Best purchase this year!,0
CUST02505,45.0,Male,Ahmedabad,158,40.79,97,20,0.864,16,39,2176.67,COD,4.6,5,"Great product, very happy!",0
CUST02506,26.0,Male,Delhi,16,18.28,59,0,0.211,8,738,4260.91,COD,2.8,7,"Product is okay, nothing special.",1
CUST02507,43.0,Female,Ahmedabad,59,1.0,26,0,0.882,25,768,1967.95,Wallet,2.2,7,Customer support was useless.,1
CUST02508,26.0,Female,Pune,47,75.73,19,34,0.664,22,418,5672.84,Debit Card,2.2,5,"Terrible experience, won't return.",0
CUST02509,32.0,Female,Jaipur,116,16.9,13,8,0.957,18,222,3579.08,Net Banking,4.6,4,"Great product, very happy!",0
CUST02510,27.0,Male,Kolkata,158,6.83,74,22,0.015,27,149,6105.75,Net Banking,2.3,3,Complete waste of money.,0
CUST02511,,Male,Delhi,109,24.34,62,37,0.059,5,621,2819.19,COD,3.0,5,"Decent product, met basic needs.",0
CUST02512,59.0,Male,Ahmedabad,9,,14,40,0.501,25,266,10457.58,Net Banking,3.9,4,Okay experience overall.,0
CUST02513,25.0,Female,Jaipur,65,6.92,73,3,0.912,3,718,2407.41,Net Banking,,9,Worst purchase ever made.,1
CUST02514,41.0,Male,Kolkata,59,23.67,11,18,0.731,29,714,1841.81,Credit Card,2.0,3,Never buying from here again.,1
CUST02515,33.0,Female,Chennai,102,14.88,67,36,0.622,24,210,4071.89,Wallet,2.4,5,Customer support was useless.,0
CUST02516,66.0,Female,Jaipur,192,25.53,12,4,0.032,14,285,3558.31,Wallet,3.6,8,"Decent product, met basic needs.",0
CUST02517,43.0,Female,Chennai,136,172.58,35,27,0.354,17,1036,3650.07,UPI,4.3,8,Best purchase this year!,1
CUST02518,44.0,Male,Chennai,123,58.77,39,45,0.346,29,691,7951.37,UPI,3.2,7,Okay experience overall.,0
CUST02519,54.0,Male,Jaipur,180,1.0,32,41,0.542,26,175,,Debit Card,1.5,9,Product broke after one day.,0
CUST02520,21.0,Male,Ahmedabad,146,1.56,14,47,0.258,11,216,10825.67,UPI,2.8,0,Average quality for the price.,0
CUST02521,67.0,Female,Chennai,91,28.25,65,22,0.267,11,299,4826.05,Wallet,1.5,8,Never buying from here again.,0
CUST02522,41.0,Female,Ahmedabad,96,29.53,27,37,0.621,19,1086,109.7,Net Banking,1.4,4,Never buying from here again.,1
CUST02523,36.0,Male,Ahmedabad,58,63.16,60,22,0.945,16,656,10216.26,Wallet,3.4,2,"Decent product, met basic needs.",1
CUST02524,53.0,Male,Kolkata,177,29.75,43,45,0.66,6,674,9156.18,Credit Card,4.8,7,"Loved it, will buy again.",1
CUST02525,56.0,Female,Surat,32,7.75,65,17,0.668,29,525,250.42,Wallet,4.4,7,Highly recommend this product.,0
CUST02526,27.0,Female,Pune,48,18.96,55,28,0.986,19,967,669.28,UPI,4.1,8,Excellent quality and fast delivery.,1
CUST02527,42.0,Male,Ahmedabad,45,49.66,93,27,0.153,4,887,4063.66,Net Banking,3.9,1,Okay experience overall.,0
CUST02528,35.0,Female,Kolkata,182,76.85,88,8,0.034,11,713,218.99,Wallet,4.6,9,Super satisfied with purchase.,0
CUST02529,,Male,Hyderabad,100,8.11,81,38,0.746,16,346,2648.07,Net Banking,4.0,3,Super satisfied with purchase.,0
CUST02530,53.0,Male,Chennai,100,23.27,35,49,0.439,1,428,18517.05,COD,3.5,9,Average quality for the price.,1
CUST02531,27.0,Female,Delhi,46,5.19,95,9,0.429,27,692,948.4,Wallet,2.5,1,Complete waste of money.,0
CUST02532,50.0,Female,Ahmedabad,159,20.61,32,1,0.225,3,158,1153.96,COD,1.4,5,Customer support was useless.,0
CUST02533,67.0,Female,Jaipur,165,2.83,19,12,0.507,1,862,5640.44,UPI,,0,Okay experience overall.,1
CUST02534,22.0,Male,Chennai,144,85.28,95,37,0.442,13,558,224.87,COD,4.7,9,"Great product, very happy!",0
CUST02535,64.0,Female,Chennai,174,30.49,39,26,0.345,13,93,8593.09,Net Banking,3.3,2,"Decent product, met basic needs.",0
CUST02536,66.0,Male,Hyderabad,126,57.77,20,40,0.443,12,15,1109.67,Net Banking,1.7,1,Worst purchase ever made.,0
CUST02537,52.0,Male,Delhi,46,191.23,28,19,0.384,16,454,3791.67,COD,3.6,6,"Product is okay, nothing special.",0
CUST02538,61.0,Female,Kolkata,121,6.05,3,39,0.94,25,300,1430.17,Credit Card,,7,Average quality for the price.,0
CUST02539,51.0,Male,Hyderabad,88,35.54,32,9,0.98,16,292,5377.63,COD,4.7,1,"Great product, very happy!",0
CUST02540,50.0,Female,Pune,61,65.41,86,15,0.84,21,862,4424.16,Credit Card,1.6,8,Worst purchase ever made.,1
CUST02541,38.0,Female,Chennai,46,25.74,58,14,0.99,17,383,14634.74,COD,3.8,0,Okay experience overall.,0
CUST02542,34.0,Male,Ahmedabad,179,30.62,54,12,0.266,2,375,,Net Banking,3.7,1,"Product is okay, nothing special.",0
CUST02543,39.0,Male,Ahmedabad,190,15.71,42,49,0.843,20,158,10392.37,Wallet,4.9,2,Excellent quality and fast delivery.,0
CUST02544,65.0,Male,Hyderabad,163,33.7,15,37,0.407,15,742,4288.01,Net Banking,3.3,1,Average quality for the price.,0
CUST02545,54.0,Male,Pune,81,15.1,83,19,0.746,18,486,12294.01,COD,4.5,0,"Great product, very happy!",0
CUST02546,32.0,Female,Bangalore,170,19.42,62,23,0.201,5,922,1725.3,Debit Card,1.1,7,"Not as described, very unhappy.",1
CUST02547,52.0,Female,Mumbai,45,3.26,31,40,0.812,22,821,3989.88,Credit Card,1.5,0,Never buying from here again.,1
CUST02548,45.0,Male,Jaipur,118,1.0,61,49,0.083,25,454,2471.72,Debit Card,2.4,4,"Very disappointed, poor quality.",0
CUST02549,24.0,Male,Jaipur,196,1.7,26,6,0.271,5,854,340.84,Net Banking,3.5,5,"Product is okay, nothing special.",1
CUST02550,49.0,Female,Bangalore,47,6.42,69,22,0.822,17,607,4269.7,Credit Card,2.8,6,Okay experience overall.,1
CUST02551,28.0,Female,Chennai,158,18.3,57,23,0.747,8,470,7904.94,Wallet,1.8,2,Product broke after one day.,1
CUST02552,27.0,Male,Kolkata,152,,20,28,0.501,17,856,4061.95,COD,3.4,6,"Product is okay, nothing special.",1
CUST02553,26.0,Male,Delhi,194,5.09,66,4,0.673,5,721,1637.95,Credit Card,3.3,7,"It works, but nothing amazing.",1
CUST02554,31.0,Female,Bangalore,171,45.62,21,42,0.186,8,331,1531.46,Credit Card,,9,Average quality for the price.,0
CUST02555,30.0,Male,Pune,162,43.09,60,44,0.668,24,806,1357.98,UPI,1.4,2,"Not as described, very unhappy.",1
CUST02556,42.0,Male,Ahmedabad,23,46.78,63,34,0.008,17,49,19468.86,Wallet,4.7,4,Best purchase this year!,0
CUST02557,19.0,Female,Mumbai,61,76.36,51,0,0.833,24,300,2547.63,Credit Card,3.4,0,"Product is okay, nothing special.",0
CUST02558,52.0,Female,Chennai,165,3.8,92,35,0.516,15,239,1905.35,Wallet,,8,Customer support was useless.,0
CUST02559,24.0,Female,Mumbai,13,5.34,84,17,0.944,23,813,2710.45,Net Banking,3.7,7,"Decent product, met basic needs.",1
CUST02560,38.0,Female,Delhi,199,12.17,39,5,0.478,29,310,615.35,Wallet,2.3,2,"Very disappointed, poor quality.",0
CUST02561,35.0,Female,Ahmedabad,7,74.0,11,22,0.433,22,229,1090.9,Debit Card,3.0,3,"Decent product, met basic needs.",0
CUST02562,20.0,Male,Pune,170,44.81,57,9,0.45,12,715,3555.56,Debit Card,2.4,0,"Very disappointed, poor quality.",1
CUST02563,59.0,Male,Jaipur,166,11.75,3,6,0.36,10,99,8018.45,Wallet,4.5,0,Highly recommend this product.,0
CUST02564,56.0,Male,Delhi,180,2.75,37,43,0.167,7,741,10454.6,COD,5.0,5,Super satisfied with purchase.,0
CUST02565,58.0,Male,Bangalore,172,28.74,84,7,0.842,25,754,10049.01,UPI,1.6,5,Product broke after one day.,1
CUST02566,66.0,Female,Jaipur,192,8.9,96,12,0.389,23,93,14479.51,Debit Card,1.1,8,Complete waste of money.,0
CUST02567,28.0,Female,Jaipur,141,22.72,25,29,0.529,16,504,672.07,Debit Card,1.9,4,"Very disappointed, poor quality.",0
CUST02568,56.0,Other,Pune,28,85.32,21,17,0.02,8,808,209.17,Credit Card,3.4,2,Okay experience overall.,0
CUST02569,41.0,Female,Bangalore,96,25.5,80,13,0.06,5,712,558.74,Wallet,1.7,5,Customer support was useless.,1
CUST02570,63.0,Male,Hyderabad,107,77.25,42,10,0.597,0,451,,Net Banking,4.2,7,Super satisfied with purchase.,1
CUST02571,36.0,Male,Delhi,98,14.98,1,41,0.879,0,172,4060.99,Wallet,2.6,6,"It works, but nothing amazing.",1
CUST02572,21.0,Female,Kolkata,112,,23,37,0.493,12,986,5561.68,Wallet,3.4,9,"Product is okay, nothing special.",1
CUST02573,43.0,Female,Surat,1,67.3,24,12,0.165,6,360,2318.84,Net Banking,2.8,2,"Product is okay, nothing special.",0
CUST02574,55.0,Female,Ahmedabad,43,26.6,47,41,0.116,9,1076,2484.52,COD,4.6,0,Excellent quality and fast delivery.,0
CUST02575,59.0,Female,Pune,42,28.63,89,43,0.9,17,103,3943.61,Net Banking,1.1,3,Product broke after one day.,0
CUST02576,49.0,Female,Ahmedabad,95,37.8,7,32,0.702,5,816,411.78,Debit Card,3.9,5,"It works, but nothing amazing.",1
CUST02577,56.0,Female,Delhi,178,64.14,38,49,0.966,12,696,8043.99,Credit Card,3.6,3,Average quality for the price.,1
CUST02578,62.0,Male,Bangalore,188,,47,12,0.082,4,309,12810.38,Net Banking,3.6,4,Average quality for the price.,0
CUST02579,63.0,Female,Kolkata,129,12.32,35,24,0.903,20,60,2449.77,UPI,2.7,9,"It works, but nothing amazing.",0
CUST02580,53.0,Female,Surat,51,15.21,78,23,0.846,25,82,,UPI,1.1,6,"Terrible experience, won't return.",0
CUST02581,57.0,Male,Mumbai,144,72.14,62,28,0.893,14,258,3979.61,UPI,3.8,4,Average quality for the price.,0
CUST02582,54.0,Female,Kolkata,167,93.71,73,35,0.006,11,88,1345.99,Net Banking,4.3,4,Amazing value for money!,0
CUST02583,50.0,Male,Pune,15,3.85,3,5,0.742,21,244,,Credit Card,1.3,1,Complete waste of money.,0
CUST02584,53.0,Female,Ahmedabad,125,3.8,20,17,0.549,29,186,1411.14,Net Banking,2.8,0,Average quality for the price.,0
CUST02585,20.0,Male,Kolkata,161,81.94,97,27,0.573,10,95,4643.16,Debit Card,1.7,3,"Very disappointed, poor quality.",0
CUST02586,26.0,Female,Chennai,87,10.52,44,4,0.469,7,753,205.31,Net Banking,3.4,9,Okay experience overall.,1
CUST02587,25.0,Male,Bangalore,53,8.3,32,17,0.743,4,926,9045.26,Wallet,4.1,7,Highly recommend this product.,1
CUST02588,50.0,Female,Bangalore,145,1.09,26,36,1.0,7,1032,17584.08,UPI,3.7,2,Average quality for the price.,1
CUST02589,23.0,Male,Chennai,89,,48,6,0.711,4,644,435.98,UPI,2.3,5,"Very disappointed, poor quality.",1
CUST02590,58.0,Male,Jaipur,106,35.48,5,8,0.678,9,497,,Wallet,1.6,9,"Very disappointed, poor quality.",1
CUST02591,56.0,Female,Jaipur,6,,59,34,0.654,14,1029,5629.41,Credit Card,4.2,1,Amazing value for money!,1
CUST02592,21.0,Female,Delhi,31,21.82,61,11,0.695,5,533,8201.56,COD,2.3,8,Complete waste of money.,1
CUST02593,30.0,Male,Hyderabad,197,74.77,49,45,0.342,23,635,2123.19,UPI,1.1,8,"Terrible experience, won't return.",1
CUST02594,66.0,Male,Mumbai,40,,30,39,0.32,17,504,3620.49,UPI,3.3,3,"It works, but nothing amazing.",0
CUST02595,19.0,Female,Chennai,158,2.22,17,43,0.784,22,751,11116.99,COD,2.0,7,Product broke after one day.,1
CUST02596,22.0,Female,Delhi,69,57.3,70,38,0.053,2,159,2425.78,Net Banking,4.4,1,Super satisfied with purchase.,0
CUST02597,61.0,Female,Ahmedabad,135,44.73,58,23,0.759,8,81,425.28,UPI,1.6,9,Customer support was useless.,1
CUST02598,44.0,Male,Chennai,13,9.18,63,8,0.814,9,49,26386.81,Credit Card,2.7,1,"It works, but nothing amazing.",0
CUST02599,49.0,Female,Hyderabad,4,11.76,61,11,0.522,6,864,993.96,Net Banking,2.0,5,Complete waste of money.,1
CUST02600,38.0,Male,Chennai,178,11.14,63,35,0.91,18,862,250.06,Net Banking,3.8,1,"Product is okay, nothing special.",1
CUST02601,25.0,Male,Hyderabad,3,31.31,15,36,0.473,23,547,2643.71,UPI,3.2,0,"Product is okay, nothing special.",0
CUST02602,55.0,Female,Hyderabad,140,1.89,1,8,0.178,25,344,647.49,Net Banking,4.2,9,"Perfect, exactly what I needed.",0
CUST02603,25.0,Female,Hyderabad,65,20.17,13,38,0.361,1,1010,19253.08,Net Banking,,1,Average quality for the price.,1
CUST02604,67.0,Female,Bangalore,27,4.31,48,45,0.906,25,192,2396.59,Credit Card,1.0,1,"Not as described, very unhappy.",0
CUST02605,20.0,Male,Kolkata,107,51.4,34,21,0.994,27,648,8738.08,Net Banking,1.9,4,Never buying from here again.,1
CUST02606,61.0,Male,Bangalore,50,14.37,30,16,0.422,7,225,971.6,Wallet,5.0,5,Super satisfied with purchase.,0
CUST02607,20.0,Male,Delhi,17,,19,32,0.167,6,886,747.23,UPI,2.6,2,"Product is okay, nothing special.",1
CUST02608,39.0,Other,Bangalore,32,1.0,64,46,0.286,27,589,5239.02,UPI,3.5,7,"It works, but nothing amazing.",0
CUST02609,23.0,Male,Bangalore,179,1.8,66,23,0.553,4,486,12001.55,Wallet,4.6,1,"Great product, very happy!",0
CUST02610,19.0,Male,Ahmedabad,17,33.72,57,14,0.572,3,1029,608.22,Wallet,1.1,9,Customer support was useless.,1
CUST02611,40.0,Male,Chennai,34,43.67,44,28,0.63,10,174,4448.9,Wallet,3.6,2,"Decent product, met basic needs.",0
CUST02612,61.0,Female,Bangalore,35,37.14,12,31,0.835,25,557,443.83,COD,2.2,3,Complete waste of money.,1
CUST02613,19.0,Male,Surat,152,40.07,40,32,0.711,27,382,8360.9,Debit Card,2.1,4,"Terrible experience, won't return.",0
CUST02614,55.0,Female,Hyderabad,182,3.32,24,28,0.261,29,917,12001.32,COD,1.9,4,Never buying from here again.,0
CUST02615,34.0,Male,Chennai,146,35.47,11,14,0.395,9,196,4954.99,Credit Card,4.3,5,"Great product, very happy!",0
CUST02616,52.0,Female,Jaipur,50,,66,26,0.84,0,855,5829.26,Credit Card,2.5,3,Complete waste of money.,1
CUST02617,51.0,Male,Ahmedabad,174,3.09,1,33,0.633,28,610,285.16,UPI,1.3,9,"Not as described, very unhappy.",1
CUST02618,40.0,Female,Kolkata,176,,58,3,0.166,3,666,378.89,Debit Card,1.4,6,"Very disappointed, poor quality.",1
CUST02619,47.0,Female,Ahmedabad,103,66.06,28,48,0.326,21,377,990.25,COD,1.6,7,Worst purchase ever made.,0
CUST02620,69.0,Male,Hyderabad,33,37.84,68,47,0.791,5,219,1599.85,Debit Card,4.6,3,Excellent quality and fast delivery.,0
CUST02621,25.0,Other,Chennai,89,49.13,94,17,0.172,17,756,7132.59,UPI,2.7,8,Average quality for the price.,1
CUST02622,39.0,Male,Kolkata,155,141.61,59,20,0.691,24,810,2858.45,Net Banking,,5,"Loved it, will buy again.",1
CUST02623,61.0,Female,Mumbai,129,4.34,71,47,0.564,12,672,407.4,UPI,4.3,7,Amazing value for money!,1
CUST02624,53.0,Female,Pune,85,100.7,22,7,0.147,12,672,9574.56,UPI,4.4,8,Super satisfied with purchase.,0
CUST02625,22.0,Male,Ahmedabad,59,27.58,90,5,0.689,0,974,25437.61,Debit Card,2.1,0,Never buying from here again.,1
CUST02626,30.0,Male,Kolkata,10,50.34,29,19,0.142,3,377,3035.09,Credit Card,2.1,4,"Terrible experience, won't return.",0
CUST02627,46.0,Male,Delhi,153,31.51,89,1,0.398,3,5,3584.78,Net Banking,3.2,6,Okay experience overall.,0
CUST02628,48.0,Male,Kolkata,57,25.32,74,44,0.309,17,520,408.81,Net Banking,2.7,9,Average quality for the price.,1
CUST02629,64.0,Male,Pune,66,36.48,84,21,0.69,23,751,2414.57,Credit Card,3.0,1,Average quality for the price.,1
CUST02630,33.0,Male,Hyderabad,119,11.58,78,20,0.782,26,433,2324.52,Debit Card,1.2,6,Customer support was useless.,0
CUST02631,59.0,Male,Chennai,112,77.42,97,5,0.168,17,496,16876.41,Debit Card,4.9,6,"Loved it, will buy again.",0
CUST02632,47.0,Female,Mumbai,15,3.67,69,31,0.812,17,503,5400.4,Credit Card,1.2,2,"Not as described, very unhappy.",1
CUST02633,33.0,Male,Delhi,156,11.48,45,5,0.007,14,548,7620.5,COD,1.7,8,Complete waste of money.,0
CUST02634,29.0,Male,Kolkata,13,1.0,70,12,0.53,17,42,686.73,Debit Card,3.7,6,Okay experience overall.,0
CUST02635,34.0,Female,Surat,114,9.5,86,0,0.517,14,900,2697.21,Credit Card,1.6,9,Never buying from here again.,1
CUST02636,33.0,Male,Bangalore,118,,17,21,0.624,16,818,1063.2,COD,1.4,4,"Very disappointed, poor quality.",1
CUST02637,29.0,Male,Hyderabad,142,1.53,79,23,0.24,28,253,9837.32,UPI,1.6,6,"Very disappointed, poor quality.",0
CUST02638,25.0,Male,Ahmedabad,114,20.3,39,40,0.01,4,974,826.57,Net Banking,1.2,6,Never buying from here again.,1
CUST02639,37.0,Female,Ahmedabad,194,18.97,40,29,0.455,10,528,2889.02,Credit Card,2.0,5,Worst purchase ever made.,0
CUST02640,20.0,Female,Pune,34,2.43,28,21,0.071,15,836,275.72,Debit Card,2.1,3,Product broke after one day.,0
CUST02641,33.0,Male,Hyderabad,101,9.11,2,43,0.892,19,824,5029.63,Net Banking,3.0,7,"Product is okay, nothing special.",1
CUST02642,47.0,Female,Delhi,25,91.93,82,11,0.174,1,584,3288.17,COD,2.8,1,"Product is okay, nothing special.",0
CUST02643,62.0,Female,Jaipur,112,3.52,27,25,0.425,16,796,3445.44,Net Banking,2.9,7,"Decent product, met basic needs.",1
CUST02644,40.0,Female,Mumbai,54,10.92,21,3,0.434,0,436,535.8,Wallet,3.5,4,"It works, but nothing amazing.",1
CUST02645,45.0,Female,Delhi,12,1.1,87,18,0.553,17,589,3607.54,Credit Card,1.9,6,Worst purchase ever made.,1
CUST02646,68.0,Female,Mumbai,126,4.84,7,15,0.783,16,291,4148.08,UPI,,2,Complete waste of money.,0
CUST02647,57.0,Male,Chennai,137,,61,11,0.472,24,93,16462.62,COD,4.5,6,Highly recommend this product.,0
CUST02648,22.0,Male,Chennai,31,13.71,52,32,0.026,17,804,168.94,COD,3.5,8,Average quality for the price.,0
CUST02649,37.0,Male,Hyderabad,78,18.05,48,20,0.771,18,545,12801.19,COD,1.2,6,Worst purchase ever made.,0
